customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0173-2736,Female,0,No,No,41,Yes,No,DSL,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),34.24,1433.42,No
0174-1980,Female,0,Yes,No,46,Yes,No,DSL,No,No internet service,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),108.47,4985.77,Yes
0175-3122,Female,1,No,Yes,45,No,Yes,No,No,No internet service,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),96.25,4367.38,No
0176-4963,Male,1,No,No,54,No,No,No,No internet service,No,No internet service,Yes,No,No internet service,One year,No,Electronic check,105.68,5725.39,No
0177-8201,Male,1,Yes,No,12,No,Yes,DSL,No internet service,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,95.69,1139.62,No
0178-3847,Female,1,Yes,Yes,45,No,No,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No internet service,Two year,Yes,Electronic check,86.95,3959.50,No
0179-8910,Female,1,Yes,No,27,No,Yes,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),45.00,1201.79,Yes
0180-1558,Male,0,No,Yes,53,No,No phone service,DSL,Yes,Yes,No internet service,No,No,Yes,One year,Yes,Electronic check,39.97,2139.73,No
0181-2409,Male,0,No,No,26,No,Yes,DSL,No internet service,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),33.81,903.91,Yes
0182-8423,Male,0,Yes,No,50,Yes,No,No,Yes,No,Yes,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),44.34,2238.13,No
0183-2702,Male,1,Yes,Yes,59,Yes,Yes,DSL,No internet service,No,No internet service,Yes,No internet service,No,One year,Yes,Credit card (automatic),109.77,6462.91,Yes
0184-9025,Female,1,No,Yes,28,No,No,No,No,No internet service,No internet service,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),119.55,3402.55,No
0185-9541,Female,1,Yes,No,20,Yes,Yes,No,Yes,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),29.93,639.12,No
0186-4441,Male,1,Yes,Yes,36,Yes,No,No,No,No,Yes,No internet service,Yes,No,Two year,No,Electronic check,88.56,3235.79,No
0187-6631,Male,1,Yes,Yes,37,No,No,Fiber optic,Yes,Yes,Yes,Yes,No internet service,Yes,Two year,No,Credit card (automatic),93.79,3481.67,No
0188-3940,Female,1,No,Yes,13,Yes,No phone service,No,No,Yes,No internet service,No,No,No internet service,Two year,Yes,Electronic check,96.72,1250.78,No
0189-8387,Male,0,Yes,Yes,65,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.20,1688.87,Yes
0190-1137,Male,0,No,Yes,50,No,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,93.91,4722.14,Yes
0191-5534,Female,1,Yes,Yes,29,No,No,No,No,Yes,No,Yes,Yes,No internet service,One year,No,Mailed check,20.70,612.45,Yes
0192-6111,Female,0,No,Yes,46,No,Yes,DSL,Yes,Yes,Yes,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),38.12,1782.10,No
0193-1455,Male,1,Yes,Yes,61,No,No,DSL,Yes,Yes,No,No,No internet service,Yes,Two year,No,Bank transfer (automatic),89.26,5504.12,Yes
0194-3931,Female,1,No,Yes,72,No,Yes,Fiber optic,No internet service,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,105.33,7611.86,No
0195-6288,Female,1,Yes,No,19,Yes,No phone service,No,No internet service,Yes,Yes,No internet service,No,Yes,One year,No,Bank transfer (automatic),112.45,2160.90,No
0196-1822,Female,0,No,No,71,Yes,No phone service,DSL,No internet service,Yes,No,No,No internet service,No,Month-to-month,No,Mailed check,36.11,2583.52,Yes
0197-4698,Male,0,Yes,Yes,63,Yes,Yes,No,No internet service,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,112.65,7119.60,No
0198-4395,Female,0,Yes,Yes,68,No,Yes,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),118.05,8048.74,No
0199-9522,Male,0,No,Yes,13,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),116.48,1496.11,No
0200-9246,Male,0,Yes,No,62,No,No,Fiber optic,No internet service,No internet service,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),60.55,3777.68,Yes
0201-9087,Female,1,No,Yes,27,No,No phone service,Fiber optic,No internet service,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,94.37,2551.44,No
0202-4872,Male,1,No,No,15,No,No,No,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Electronic check,54.62,873.55,Yes
0203-8289,Female,0,Yes,No,30,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),116.17,3485.05,Yes
0204-4609,Female,1,Yes,No,28,No,No phone service,DSL,No,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,95.73,2715.54,No
0205-3712,Female,0,No,No,25,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),71.96,1813.14,No
0206-6077,Female,0,Yes,Yes,56,Yes,No,No,No internet service,No,No,No,Yes,No,One year,No,Mailed check,100.02,5644.46,No
0207-1795,Male,0,Yes,No,55,No,Yes,No,Yes,No,No,No,No,Yes,Two year,No,Mailed check,103.38,5711.94,No
0208-9108,Female,1,Yes,Yes,25,No,No,No,No,No internet service,Yes,No,No internet service,No internet service,One year,Yes,Electronic check,39.30,1027.28,No
0209-5324,Male,0,No,No,50,No,Yes,DSL,No,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,28.18,1422.36,No
0210-7321,Male,0,No,Yes,42,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),33.68,1394.99,No
0211-9495,Male,1,No,No,13,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,Yes,No,Two year,No,Mailed check,117.59,1514.22,Yes
0212-4377,Female,1,No,No,28,Yes,No,DSL,Yes,Yes,No internet service,Yes,No internet service,Yes,One year,No,Credit card (automatic),41.83,1173.93,No
0213-8865,Male,1,No,No,14,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Mailed check,76.48,1129.06,No
0214-4866,Female,1,Yes,Yes,69,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),66.45,4637.38,Yes
0215-6172,Male,1,Yes,Yes,61,No,No phone service,Fiber optic,No,No internet service,No,No,No,Yes,Two year,Yes,Credit card (automatic),55.56,3387.23,No
0216-8758,Female,1,No,No,4,No,Yes,Fiber optic,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,113.89,446.25,No
0217-9292,Male,1,Yes,No,5,No,No phone service,Fiber optic,No,No internet service,No,No,Yes,No internet service,One year,No,Electronic check,66.69,360.06,No
0218-4370,Male,0,No,Yes,22,No,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,No,No internet service,Two year,No,Credit card (automatic),58.95,1307.75,No
0219-2777,Female,1,No,Yes,4,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,One year,No,Mailed check,56.07,213.10,Yes
0220-9936,Male,1,No,No,64,No,Yes,Fiber optic,No internet service,No,Yes,No internet service,No,No,Two year,No,Bank transfer (automatic),96.80,6239.66,No
0221-4470,Male,0,Yes,No,26,No,Yes,No,Yes,No internet service,Yes,No internet service,No,No,Two year,Yes,Bank transfer (automatic),55.48,1491.15,No
0222-2292,Female,0,Yes,No,65,No,Yes,No,Yes,No internet service,No internet service,No internet service,Yes,No,Two year,Yes,Electronic check,84.61,5506.72,No
0223-4986,Male,0,Yes,No,6,No,No,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,Yes,Electronic check,98.16,599.12,Yes
0224-5340,Female,1,No,Yes,20,Yes,Yes,DSL,No,No internet service,No internet service,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),114.83,2345.21,No
0225-7626,Male,0,Yes,No,9,No,Yes,DSL,No,No internet service,No internet service,No,Yes,No,Two year,Yes,Electronic check,54.24,545.51,Yes
0226-8106,Male,0,No,Yes,64,No,No phone service,DSL,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,85.13,5476.59,No
0227-2227,Male,1,Yes,Yes,41,No,Yes,No,No internet service,No internet service,Yes,No internet service,No,Yes,One year,Yes,Mailed check,96.78,3962.66,No
0228-8836,Female,0,No,Yes,45,No,No phone service,DSL,No,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,74.04,3379.47,No
0229-7482,Male,0,Yes,Yes,67,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No,No internet service,One year,No,Electronic check,117.01,7828.03,No
0230-5408,Female,1,Yes,No,53,Yes,No phone service,No,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),55.57,2953.59,Yes
0231-4619,Female,0,Yes,No,7,No,No,DSL,No,No,No,Yes,No,No internet service,Two year,No,Bank transfer (automatic),105.40,783.67,No
0232-1945,Female,1,No,Yes,48,No,No,Fiber optic,No internet service,No internet service,No,No internet service,No,No,Two year,No,Credit card (automatic),76.79,3681.89,No
0233-6279,Male,0,No,Yes,55,Yes,No,No,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,46.64,2624.17,No
0234-3059,Female,1,No,Yes,29,No,Yes,Fiber optic,Yes,Yes,No,No internet service,No internet service,Yes,One year,No,Electronic check,71.30,2060.53,No
0235-8524,Female,0,Yes,No,17,No,No,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No,Two year,Yes,Electronic check,86.80,1462.22,No
0236-9782,Female,0,No,No,47,Yes,No,No,No,No internet service,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,83.56,3909.56,Yes
0237-9463,Female,1,Yes,Yes,48,No,No phone service,Fiber optic,No,No,No internet service,No,No internet service,No internet service,One year,Yes,Electronic check,108.76,5249.83,No
0238-6691,Male,0,Yes,Yes,34,No,No phone service,DSL,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,75.86,2618.28,No
0239-8281,Female,1,No,Yes,45,No,No phone service,Fiber optic,No internet service,No,No internet service,No,No,Yes,One year,No,Electronic check,99.48,4472.90,No
0240-1133,Female,0,Yes,Yes,5,Yes,No,DSL,No,No,Yes,No,No,No internet service,One year,No,Credit card (automatic),108.45,585.87,No
0241-1889,Female,0,No,No,61,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No internet service,No internet service,One year,Yes,Mailed check,68.19,4207.93,No
0242-4242,Male,0,Yes,Yes,11,No,No,DSL,No internet service,Yes,Yes,Yes,No internet service,Yes,Two year,No,Mailed check,21.53,269.22,No
0243-4626,Female,1,Yes,No,67,No,Yes,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,50.45,3378.69,No
0244-8219,Female,0,No,No,39,Yes,No,No,No,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),53.91,2118.90,No
0245-2309,Male,1,No,Yes,28,Yes,No phone service,DSL,Yes,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,30.01,856.25,No
0246-9529,Female,1,Yes,Yes,72,No,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,56.61,4116.60,Yes
0247-9510,Female,0,Yes,No,67,Yes,No,No,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,45.31,3065.15,No
0248-7375,Female,1,No,Yes,41,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,Yes,Two year,Yes,Electronic check,61.97,2563.44,No
0249-5793,Female,0,No,Yes,36,No,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No,Two year,No,Mailed check,20.41,731.20,No
0250-3894,Female,0,Yes,Yes,34,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,22.38,769.75,Yes
0251-4961,Female,0,No,No,21,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),112.12,2339.37,Yes
0252-6718,Female,1,Yes,Yes,12,No,Yes,No,No internet service,No internet service,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),35.13,468.08,No
0253-8664,Male,0,No,No,15,No,No,No,No internet service,No internet service,No,No internet service,No,Yes,One year,No,Electronic check,102.20,1586.07,Yes
0254-4857,Male,0,No,Yes,1,No,No,DSL,Yes,No,No,No internet service,Yes,No,Two year,Yes,Credit card (automatic),47.96,32.57,No
0255-9583,Female,0,No,No,21,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No internet service,Two year,No,Credit card (automatic),81.58,1748.77,No
0256-1973,Male,1,Yes,Yes,5,No,No,DSL,No internet service,No internet service,No,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),63.03,371.88,No
0257-7274,Male,0,Yes,No,26,No,No phone service,No,No,No,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),18.29,509.08,No
0258-4115,Male,1,Yes,Yes,25,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,Yes,No internet service,Two year,Yes,Electronic check,91.62,2348.95,No
0259-7321,Female,0,No,No,43,Yes,No phone service,DSL,Yes,Yes,No internet service,Yes,Yes,Yes,One year,Yes,Credit card (automatic),18.22,814.66,No
0260-5089,Male,1,No,No,65,No,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No,One year,No,Bank transfer (automatic),21.45,1415.38,No
0261-4759,Male,0,No,Yes,17,Yes,No phone service,DSL,No internet service,No internet service,No,No,Yes,No,One year,Yes,Credit card (automatic),97.15,1708.20,No
0262-2029,Male,0,Yes,No,47,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No,Two year,Yes,Mailed check,88.76,4191.91,Yes
0263-5495,Female,0,No,No,53,Yes,Yes,No,No internet service,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),53.87,2854.86,No
0264-4577,Female,0,No,Yes,41,No,Yes,No,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,100.63,4146.32,No
0265-1627,Male,1,Yes,Yes,51,No,No phone service,DSL,No internet service,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,94.36,4854.04,No
0266-4282,Male,1,No,No,45,Yes,No,No,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),61.09,2777.21,No
0267-6151,Male,0,Yes,No,23,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),73.49,1709.99,No
0268-8868,Male,0,No,Yes,11,Yes,No phone service,DSL,Yes,No,Yes,No,No internet service,No,Two year,No,Credit card (automatic),49.25,530.40,Yes
0269-6200,Male,0,No,Yes,55,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,54.53,3015.77,Yes
0270-4180,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,One year,Yes,Electronic check,108.44,7755.12,No
0271-5016,Female,0,No,No,6,No,No,No,No internet service,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),111.10,671.80,No
0272-8471,Female,1,Yes,Yes,46,No,Yes,DSL,Yes,No internet service,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),112.11,5148.92,No
0273-6535,Male,0,Yes,No,6,Yes,No,DSL,No,No internet service,No internet service,No internet service,Yes,No internet service,One year,No,Mailed check,81.54,514.09,No
0274-3578,Male,1,No,No,32,No,Yes,DSL,No,No,No internet service,No,Yes,No,Month-to-month,No,Credit card (automatic),115.08,3677.24,Yes
0275-6177,Female,1,No,No,71,No,No,DSL,No,No,No,Yes,No internet service,Yes,Two year,No,Bank transfer (automatic),50.91,3654.05,Yes
0276-1045,Male,1,No,No,23,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),45.07,1018.12,No
0277-6423,Male,0,Yes,Yes,12,No,No,Fiber optic,No internet service,No,No,No,No,Yes,Two year,No,Electronic check,79.17,976.77,No
0278-2907,Male,0,No,No,42,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No,No internet service,No,Two year,No,Mailed check,50.12,2111.34,No
0279-9112,Female,1,No,No,54,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Two year,No,Mailed check,81.35,4437.55,No
0280-3554,Female,1,No,Yes,63,No,Yes,No,Yes,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,39.59,2475.94,No
0281-5103,Female,1,Yes,No,38,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,112.90,4333.38,No
0282-5248,Male,1,Yes,No,62,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,No,No internet service,One year,No,Mailed check,28.57,1794.15,No
0283-6738,Male,1,No,Yes,61,Yes,No,No,No,Yes,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,41.99,2592.35,No
0284-1873,Female,0,No,No,44,No,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,One year,No,Credit card (automatic),115.93,5100.28,No
0285-5462,Male,0,Yes,Yes,12,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),53.66,640.83,Yes
0286-6094,Female,0,Yes,Yes,58,No,No,DSL,Yes,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,41.50,2447.67,Yes
0287-8281,Male,0,Yes,Yes,42,Yes,No,Fiber optic,No,No,No internet service,No,Yes,Yes,Two year,No,Electronic check,67.45,2839.82,Yes
0288-8580,Female,0,Yes,Yes,31,Yes,Yes,No,No internet service,No,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,89.45,2777.50,No
0289-4540,Female,0,No,No,41,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),107.95,4450.39,Yes
0290-7710,Male,0,Yes,No,37,Yes,No,No,Yes,Yes,No internet service,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),86.80,3230.11,No
0291-4796,Female,1,No,No,40,Yes,No,DSL,Yes,Yes,No,No internet service,No,No internet service,Two year,No,Mailed check,28.14,1180.69,No
0292-2054,Female,0,Yes,Yes,61,Yes,No phone service,No,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,82.00,5051.59,Yes
0293-8689,Male,0,No,No,18,No,No phone service,No,No,Yes,No internet service,Yes,No internet service,No,Two year,Yes,Electronic check,103.67,1878.25,No
0294-7320,Male,1,Yes,No,9,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,One year,Yes,Electronic check,51.10,493.78,No
0295-3073,Female,1,Yes,No,57,No,No phone service,DSL,Yes,No,No internet service,No internet service,No,Yes,Two year,Yes,Mailed check,51.21,2902.73,No
0296-6396,Male,1,Yes,Yes,6,No,No phone service,No,Yes,No internet service,Yes,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),88.08,554.18,No
0297-7678,Female,0,No,Yes,17,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No internet service,One year,No,Electronic check,72.55,1222.65,No
